	path	cpd	path_class	lipid_core
0	map00010	C00022	Carbohydrat_metabolism	Fatty Acyls [FA]
1	map00010	C00024	Carbohydrat_metabolism	Fatty Acyls [FA]
3	map00010	C00033	Carbohydrat_metabolism	Fatty Acyls [FA]
4	map00010	C00036	Carbohydrat_metabolism	Fatty Acyls [FA]
30	map00010	C16255	Carbohydrat_metabolism	Fatty Acyls [FA]
31	map00020	C00022	Carbohydrat_metabolism	Fatty Acyls [FA]
32	map00020	C00024	Carbohydrat_metabolism	Fatty Acyls [FA]
34	map00020	C00036	Carbohydrat_metabolism	Fatty Acyls [FA]
35	map00020	C00042	Carbohydrat_metabolism	Fatty Acyls [FA]
38	map00020	C00091	Carbohydrat_metabolism	Fatty Acyls [FA]
50	map00020	C16255	Carbohydrat_metabolism	Fatty Acyls [FA]
51	map00030	C00022	Carbohydrat_metabolism	Fatty Acyls [FA]
60	map00030	C00204	Carbohydrat_metabolism	Fatty Acyls [FA]
86	map00040	C00022	Carbohydrat_metabolism	Fatty Acyls [FA]
96	map00040	C00204	Carbohydrat_metabolism	Fatty Acyls [FA]
129	map00040	C03033	Carbohydrat_metabolism	Sterols [ST]
131	map00040	C03826	Carbohydrat_metabolism	Fatty Acyls [FA]
133	map00040	C04349	Carbohydrat_metabolism	Fatty Acyls [FA]
134	map00040	C04575	Carbohydrat_metabolism	Fatty Acyls [FA]
176	map00051	C01934	Carbohydrat_metabolism	Fatty Acyls [FA]
224	map00052	C01216	Carbohydrat_metabolism	Fatty Acyls [FA]
244	map00053	C00022	Carbohydrat_metabolism	Fatty Acyls [FA]
263	map00053	C00684	Carbohydrat_metabolism	Fatty Acyls [FA]
278	map00053	C03033	Carbohydrat_metabolism	Sterols [ST]
282	map00053	C03826	Carbohydrat_metabolism	Fatty Acyls [FA]
285	map00053	C04575	Carbohydrat_metabolism	Fatty Acyls [FA]
301	map00061	C00024	lipid_metabolism	Fatty Acyls [FA]
302	map00061	C00083	lipid_metabolism	Fatty Acyls [FA]
303	map00061	C00154	lipid_metabolism	Fatty Acyls [FA]
306	map00061	C00249	lipid_metabolism	Fatty Acyls [FA]
307	map00061	C00383	lipid_metabolism	Fatty Acyls [FA]
311	map00061	C00712	lipid_metabolism	Fatty Acyls [FA]
315	map00061	C01530	lipid_metabolism	Fatty Acyls [FA]
316	map00061	C01571	lipid_metabolism	Fatty Acyls [FA]
317	map00061	C02679	lipid_metabolism	Fatty Acyls [FA]
330	map00061	C05745	lipid_metabolism	Fatty Acyls [FA]
331	map00061	C05746	lipid_metabolism	Fatty Acyls [FA]
332	map00061	C05747	lipid_metabolism	Fatty Acyls [FA]
333	map00061	C05748	lipid_metabolism	Fatty Acyls [FA]
334	map00061	C05749	lipid_metabolism	Fatty Acyls [FA]
335	map00061	C05750	lipid_metabolism	Fatty Acyls [FA]
336	map00061	C05751	lipid_metabolism	Fatty Acyls [FA]
337	map00061	C05752	lipid_metabolism	Fatty Acyls [FA]
338	map00061	C05753	lipid_metabolism	Fatty Acyls [FA]
339	map00061	C05754	lipid_metabolism	Fatty Acyls [FA]
340	map00061	C05755	lipid_metabolism	Fatty Acyls [FA]
341	map00061	C05756	lipid_metabolism	Fatty Acyls [FA]
342	map00061	C05757	lipid_metabolism	Fatty Acyls [FA]
343	map00061	C05758	lipid_metabolism	Fatty Acyls [FA]
344	map00061	C05759	lipid_metabolism	Fatty Acyls [FA]
345	map00061	C05760	lipid_metabolism	Fatty Acyls [FA]
347	map00061	C05762	lipid_metabolism	Fatty Acyls [FA]
348	map00061	C05763	lipid_metabolism	Fatty Acyls [FA]
349	map00061	C05764	lipid_metabolism	Fatty Acyls [FA]
350	map00061	C06423	lipid_metabolism	Fatty Acyls [FA]
351	map00061	C06424	lipid_metabolism	Fatty Acyls [FA]
352	map00061	C08362	lipid_metabolism	Fatty Acyls [FA]
359	map00062	C00024	lipid_metabolism	Fatty Acyls [FA]
360	map00062	C00040	lipid_metabolism	Fatty Acyls [FA]
361	map00062	C00083	lipid_metabolism	Fatty Acyls [FA]
362	map00062	C00136	lipid_metabolism	Fatty Acyls [FA]
363	map00062	C00154	lipid_metabolism	Fatty Acyls [FA]
364	map00062	C00162	lipid_metabolism	Fatty Acyls [FA]
365	map00062	C00249	lipid_metabolism	Fatty Acyls [FA]
371	map00062	C01832	lipid_metabolism	Fatty Acyls [FA]
372	map00062	C01944	lipid_metabolism	Fatty Acyls [FA]
373	map00062	C02593	lipid_metabolism	Fatty Acyls [FA]
375	map00062	C03221	lipid_metabolism	Fatty Acyls [FA]
378	map00062	C05260	lipid_metabolism	Fatty Acyls [FA]
379	map00062	C05261	lipid_metabolism	Fatty Acyls [FA]
380	map00062	C05262	lipid_metabolism	Fatty Acyls [FA]
381	map00062	C05263	lipid_metabolism	Fatty Acyls [FA]
383	map00062	C05265	lipid_metabolism	Fatty Acyls [FA]
384	map00062	C05266	lipid_metabolism	Fatty Acyls [FA]
385	map00062	C05267	lipid_metabolism	Fatty Acyls [FA]
386	map00062	C05268	lipid_metabolism	Fatty Acyls [FA]
387	map00062	C05269	lipid_metabolism	Fatty Acyls [FA]
388	map00062	C05270	lipid_metabolism	Fatty Acyls [FA]
389	map00062	C05271	lipid_metabolism	Fatty Acyls [FA]
390	map00062	C05272	lipid_metabolism	Fatty Acyls [FA]
391	map00062	C05273	lipid_metabolism	Fatty Acyls [FA]
392	map00062	C05274	lipid_metabolism	Fatty Acyls [FA]
393	map00062	C05275	lipid_metabolism	Fatty Acyls [FA]
394	map00062	C05276	lipid_metabolism	Fatty Acyls [FA]
400	map00071	C00024	lipid_metabolism	Fatty Acyls [FA]
402	map00071	C00136	lipid_metabolism	Fatty Acyls [FA]
403	map00071	C00154	lipid_metabolism	Fatty Acyls [FA]
404	map00071	C00162	lipid_metabolism	Fatty Acyls [FA]
407	map00071	C00249	lipid_metabolism	Fatty Acyls [FA]
408	map00071	C00332	lipid_metabolism	Fatty Acyls [FA]
412	map00071	C00517	lipid_metabolism	Fatty Acyls [FA]
413	map00071	C00527	lipid_metabolism	Fatty Acyls [FA]
415	map00071	C00823	lipid_metabolism	Fatty Acyls [FA]
416	map00071	C00877	lipid_metabolism	Fatty Acyls [FA]
419	map00071	C01832	lipid_metabolism	Fatty Acyls [FA]
420	map00071	C01944	lipid_metabolism	Fatty Acyls [FA]
421	map00071	C02593	lipid_metabolism	Fatty Acyls [FA]
422	map00071	C02990	lipid_metabolism	Fatty Acyls [FA]
423	map00071	C03221	lipid_metabolism	Fatty Acyls [FA]
425	map00071	C03561	lipid_metabolism	Fatty Acyls [FA]
429	map00071	C05260	lipid_metabolism	Fatty Acyls [FA]
430	map00071	C05261	lipid_metabolism	Fatty Acyls [FA]
431	map00071	C05262	lipid_metabolism	Fatty Acyls [FA]
432	map00071	C05263	lipid_metabolism	Fatty Acyls [FA]
434	map00071	C05265	lipid_metabolism	Fatty Acyls [FA]
435	map00071	C05266	lipid_metabolism	Fatty Acyls [FA]
436	map00071	C05267	lipid_metabolism	Fatty Acyls [FA]
437	map00071	C05268	lipid_metabolism	Fatty Acyls [FA]
438	map00071	C05269	lipid_metabolism	Fatty Acyls [FA]
439	map00071	C05270	lipid_metabolism	Fatty Acyls [FA]
440	map00071	C05271	lipid_metabolism	Fatty Acyls [FA]
441	map00071	C05272	lipid_metabolism	Fatty Acyls [FA]
442	map00071	C05273	lipid_metabolism	Fatty Acyls [FA]
443	map00071	C05274	lipid_metabolism	Fatty Acyls [FA]
444	map00071	C05275	lipid_metabolism	Fatty Acyls [FA]
445	map00071	C05276	lipid_metabolism	Fatty Acyls [FA]
446	map00071	C05279	lipid_metabolism	Fatty Acyls [FA]
450	map00073	C00249	lipid_metabolism	Fatty Acyls [FA]
453	map00073	C00712	lipid_metabolism	Fatty Acyls [FA]
459	map00073	C08281	lipid_metabolism	Fatty Acyls [FA]
460	map00073	C08285	lipid_metabolism	Fatty Acyls [FA]
462	map00073	C18218	lipid_metabolism	Fatty Acyls [FA]
463	map00073	C19418	lipid_metabolism	Fatty Acyls [FA]
476	map00100	C00187	lipid_metabolism	Sterols [ST]
477	map00100	C00448	lipid_metabolism	Prenol Lipids [PR]
478	map00100	C00751	lipid_metabolism	Prenol Lipids [PR]
479	map00100	C01054	lipid_metabolism	Prenol Lipids [PR]
480	map00100	C01164	lipid_metabolism	Sterols [ST]
481	map00100	C01189	lipid_metabolism	Sterols [ST]
482	map00100	C01561	lipid_metabolism	Sterols [ST]
483	map00100	C01673	lipid_metabolism	Sterols [ST]
484	map00100	C01694	lipid_metabolism	Sterols [ST]
485	map00100	C01724	lipid_metabolism	Sterols [ST]
486	map00100	C01753	lipid_metabolism	Sterols [ST]
487	map00100	C01789	lipid_metabolism	Sterols [ST]
488	map00100	C01802	lipid_metabolism	Sterols [ST]
489	map00100	C01902	lipid_metabolism	Sterols [ST]
490	map00100	C01943	lipid_metabolism	Sterols [ST]
491	map00100	C02141	lipid_metabolism	Sterols [ST]
493	map00100	C03428	lipid_metabolism	Prenol Lipids [PR]
494	map00100	C03845	lipid_metabolism	Sterols [ST]
495	map00100	C04525	lipid_metabolism	Sterols [ST]
496	map00100	C05103	lipid_metabolism	Sterols [ST]
497	map00100	C05107	lipid_metabolism	Sterols [ST]
498	map00100	C05108	lipid_metabolism	Sterols [ST]
499	map00100	C05109	lipid_metabolism	Sterols [ST]
500	map00100	C05437	lipid_metabolism	Sterols [ST]
501	map00100	C05439	lipid_metabolism	Sterols [ST]
502	map00100	C05440	lipid_metabolism	Sterols [ST]
503	map00100	C05441	lipid_metabolism	Sterols [ST]
504	map00100	C05442	lipid_metabolism	Sterols [ST]
505	map00100	C05443	lipid_metabolism	Sterols [ST]
507	map00100	C08813	lipid_metabolism	Sterols [ST]
508	map00100	C08821	lipid_metabolism	Sterols [ST]
509	map00100	C08830	lipid_metabolism	Sterols [ST]
510	map00100	C11455	lipid_metabolism	Sterols [ST]
511	map00100	C11508	lipid_metabolism	Sterols [ST]
512	map00100	C11522	lipid_metabolism	Sterols [ST]
513	map00100	C11523	lipid_metabolism	Sterols [ST]
514	map00100	C15776	lipid_metabolism	Sterols [ST]
515	map00100	C15777	lipid_metabolism	Sterols [ST]
517	map00100	C15780	lipid_metabolism	Sterols [ST]
518	map00100	C15781	lipid_metabolism	Sterols [ST]
522	map00100	C15816	lipid_metabolism	Sterols [ST]
535	map00120	C00187	lipid_metabolism	Sterols [ST]
537	map00120	C00695	lipid_metabolism	Sterols [ST]
538	map00120	C01301	lipid_metabolism	Sterols [ST]
540	map00120	C01921	lipid_metabolism	Sterols [ST]
541	map00120	C02528	lipid_metabolism	Sterols [ST]
542	map00120	C03594	lipid_metabolism	Sterols [ST]
544	map00120	C04722	lipid_metabolism	Sterols [ST]
545	map00120	C05122	lipid_metabolism	Sterols [ST]
547	map00120	C05444	lipid_metabolism	Sterols [ST]
548	map00120	C05445	lipid_metabolism	Sterols [ST]
549	map00120	C05446	lipid_metabolism	Sterols [ST]
551	map00120	C05448	lipid_metabolism	Sterols [ST]
553	map00120	C05451	lipid_metabolism	Sterols [ST]
554	map00120	C05452	lipid_metabolism	Sterols [ST]
555	map00120	C05453	lipid_metabolism	Sterols [ST]
556	map00120	C05454	lipid_metabolism	Sterols [ST]
557	map00120	C05455	lipid_metabolism	Sterols [ST]
559	map00120	C05465	lipid_metabolism	Sterols [ST]
560	map00120	C05466	lipid_metabolism	Sterols [ST]
562	map00120	C05468	lipid_metabolism	Sterols [ST]
563	map00120	C06341	lipid_metabolism	Sterols [ST]
564	map00120	C13550	lipid_metabolism	Sterols [ST]
565	map00120	C15518	lipid_metabolism	Sterols [ST]
566	map00120	C15519	lipid_metabolism	Sterols [ST]
567	map00120	C15520	lipid_metabolism	Sterols [ST]
568	map00120	C15610	lipid_metabolism	Sterols [ST]
571	map00120	C17331	lipid_metabolism	Sterols [ST]
572	map00120	C17332	lipid_metabolism	Sterols [ST]
575	map00120	C17336	lipid_metabolism	Sterols [ST]
576	map00120	C17337	lipid_metabolism	Sterols [ST]
577	map00120	C17339	lipid_metabolism	Sterols [ST]
581	map00121	C00695	lipid_metabolism	Sterols [ST]
582	map00121	C01921	lipid_metabolism	Sterols [ST]
583	map00121	C02528	lipid_metabolism	Sterols [ST]
584	map00121	C03990	lipid_metabolism	Sterols [ST]
585	map00121	C04483	lipid_metabolism	Sterols [ST]
586	map00121	C05122	lipid_metabolism	Sterols [ST]
588	map00121	C05465	lipid_metabolism	Sterols [ST]
589	map00121	C05466	lipid_metabolism	Sterols [ST]
590	map00121	C07880	lipid_metabolism	Sterols [ST]
591	map00121	C15515	lipid_metabolism	Sterols [ST]
593	map00121	C17644	lipid_metabolism	Sterols [ST]
594	map00121	C17646	lipid_metabolism	Sterols [ST]
595	map00121	C17647	lipid_metabolism	Sterols [ST]
596	map00121	C17649	lipid_metabolism	Sterols [ST]
597	map00121	C17650	lipid_metabolism	Sterols [ST]
598	map00121	C17651	lipid_metabolism	Sterols [ST]
599	map00121	C17654	lipid_metabolism	Sterols [ST]
600	map00121	C17657	lipid_metabolism	Sterols [ST]
601	map00121	C17658	lipid_metabolism	Sterols [ST]
602	map00121	C17660	lipid_metabolism	Sterols [ST]
603	map00121	C17662	lipid_metabolism	Sterols [ST]
604	map00121	C17664	lipid_metabolism	Sterols [ST]
605	map00121	C17667	lipid_metabolism	Sterols [ST]
606	map00121	C17668	lipid_metabolism	Sterols [ST]
607	map00121	C17687	lipid_metabolism	Sterols [ST]
609	map00121	C17726	lipid_metabolism	Sterols [ST]
610	map00121	C17727	lipid_metabolism	Sterols [ST]
611	map00121	C17737	lipid_metabolism	Sterols [ST]
621	map00130	C00341	Metabolism_cofactors_vitamins	Prenol Lipids [PR]
622	map00130	C00353	Metabolism_cofactors_vitamins	Prenol Lipids [PR]
630	map00130	C02059	Metabolism_cofactors_vitamins	Prenol Lipids [PR]
631	map00130	C02477	Metabolism_cofactors_vitamins	Prenol Lipids [PR]
632	map00130	C02483	Metabolism_cofactors_vitamins	Prenol Lipids [PR]
636	map00130	C03313	Metabolism_cofactors_vitamins	Prenol Lipids [PR]
640	map00130	C04145	Metabolism_cofactors_vitamins	Prenol Lipids [PR]
641	map00130	C05427	Metabolism_cofactors_vitamins	Prenol Lipids [PR]
651	map00130	C14151	Metabolism_cofactors_vitamins	Prenol Lipids [PR]
653	map00130	C14153	Metabolism_cofactors_vitamins	Prenol Lipids [PR]
654	map00130	C14154	Metabolism_cofactors_vitamins	Prenol Lipids [PR]
655	map00130	C14155	Metabolism_cofactors_vitamins	Prenol Lipids [PR]
656	map00130	C14156	Metabolism_cofactors_vitamins	Prenol Lipids [PR]
688	map00140	C00187	lipid_metabolism	Sterols [ST]
689	map00140	C00280	lipid_metabolism	Sterols [ST]
690	map00140	C00410	lipid_metabolism	Sterols [ST]
691	map00140	C00468	lipid_metabolism	Sterols [ST]
692	map00140	C00523	lipid_metabolism	Sterols [ST]
693	map00140	C00535	lipid_metabolism	Sterols [ST]
694	map00140	C00674	lipid_metabolism	Sterols [ST]
695	map00140	C00735	lipid_metabolism	Sterols [ST]
696	map00140	C00762	lipid_metabolism	Sterols [ST]
697	map00140	C00951	lipid_metabolism	Sterols [ST]
698	map00140	C01124	lipid_metabolism	Sterols [ST]
699	map00140	C01176	lipid_metabolism	Sterols [ST]
700	map00140	C01227	lipid_metabolism	Sterols [ST]
701	map00140	C01780	lipid_metabolism	Sterols [ST]
702	map00140	C01953	lipid_metabolism	Sterols [ST]
703	map00140	C02140	lipid_metabolism	Sterols [ST]
704	map00140	C02373	lipid_metabolism	Fatty Acyls [FA]
705	map00140	C02537	lipid_metabolism	Sterols [ST]
706	map00140	C02538	lipid_metabolism	Sterols [ST]
707	map00140	C03205	lipid_metabolism	Sterols [ST]
708	map00140	C03681	lipid_metabolism	Sterols [ST]
709	map00140	C03747	lipid_metabolism	Sterols [ST]
710	map00140	C03772	lipid_metabolism	Sterols [ST]
712	map00140	C03917	lipid_metabolism	Sterols [ST]
713	map00140	C03935	lipid_metabolism	Sterols [ST]
715	map00140	C04295	lipid_metabolism	Sterols [ST]
716	map00140	C04373	lipid_metabolism	Sterols [ST]
717	map00140	C04518	lipid_metabolism	Sterols [ST]
718	map00140	C04555	lipid_metabolism	Sterols [ST]
719	map00140	C04676	lipid_metabolism	Sterols [ST]
720	map00140	C05138	lipid_metabolism	Sterols [ST]
721	map00140	C05139	lipid_metabolism	Sterols [ST]
722	map00140	C05140	lipid_metabolism	Sterols [ST]
723	map00140	C05141	lipid_metabolism	Sterols [ST]
724	map00140	C05284	lipid_metabolism	Sterols [ST]
726	map00140	C05290	lipid_metabolism	Sterols [ST]
727	map00140	C05291	lipid_metabolism	Sterols [ST]
728	map00140	C05293	lipid_metabolism	Sterols [ST]
729	map00140	C05294	lipid_metabolism	Sterols [ST]
731	map00140	C05296	lipid_metabolism	Sterols [ST]
732	map00140	C05297	lipid_metabolism	Sterols [ST]
733	map00140	C05298	lipid_metabolism	Sterols [ST]
734	map00140	C05299	lipid_metabolism	Sterols [ST]
735	map00140	C05300	lipid_metabolism	Sterols [ST]
736	map00140	C05301	lipid_metabolism	Sterols [ST]
737	map00140	C05302	lipid_metabolism	Sterols [ST]
738	map00140	C05469	lipid_metabolism	Sterols [ST]
739	map00140	C05470	lipid_metabolism	Sterols [ST]
740	map00140	C05471	lipid_metabolism	Sterols [ST]
741	map00140	C05472	lipid_metabolism	Sterols [ST]
745	map00140	C05476	lipid_metabolism	Sterols [ST]
748	map00140	C05479	lipid_metabolism	Sterols [ST]
749	map00140	C05480	lipid_metabolism	Sterols [ST]
750	map00140	C05481	lipid_metabolism	Sterols [ST]
751	map00140	C05482	lipid_metabolism	Sterols [ST]
754	map00140	C05485	lipid_metabolism	Sterols [ST]
755	map00140	C05487	lipid_metabolism	Sterols [ST]
756	map00140	C05488	lipid_metabolism	Sterols [ST]
757	map00140	C05489	lipid_metabolism	Sterols [ST]
760	map00140	C05498	lipid_metabolism	Sterols [ST]
761	map00140	C05499	lipid_metabolism	Sterols [ST]
762	map00140	C05500	lipid_metabolism	Sterols [ST]
763	map00140	C05501	lipid_metabolism	Sterols [ST]
764	map00140	C05502	lipid_metabolism	Sterols [ST]
765	map00140	C05503	lipid_metabolism	Sterols [ST]
766	map00140	C05504	lipid_metabolism	Sterols [ST]
767	map00140	C08357	lipid_metabolism	Sterols [ST]
768	map00140	C08358	lipid_metabolism	Sterols [ST]
769	map00140	C08359	lipid_metabolism	Sterols [ST]
770	map00140	C11131	lipid_metabolism	Sterols [ST]
771	map00140	C11132	lipid_metabolism	Sterols [ST]
772	map00140	C11133	lipid_metabolism	Sterols [ST]
773	map00140	C11134	lipid_metabolism	Sterols [ST]
774	map00140	C11135	lipid_metabolism	Sterols [ST]
775	map00140	C11136	lipid_metabolism	Sterols [ST]
776	map00140	C13712	lipid_metabolism	Sterols [ST]
777	map00140	C13713	lipid_metabolism	Sterols [ST]
779	map00140	C18039	lipid_metabolism	Sterols [ST]
780	map00140	C18040	lipid_metabolism	Sterols [ST]
783	map00140	C18043	lipid_metabolism	Sterols [ST]
784	map00140	C18044	lipid_metabolism	Sterols [ST]
785	map00140	C18045	lipid_metabolism	Sterols [ST]
795	map00190	C00042	Energy metabolism	Fatty Acyls [FA]
813	map00195	C02185	Energy metabolism	Prenol Lipids [PR]
983	map00240	C00383	Nucleotide_metabolism	Fatty Acyls [FA]
998	map00240	C01205	Nucleotide_metabolism	Fatty Acyls [FA]
1003	map00240	C02170	Nucleotide_metabolism	Fatty Acyls [FA]
1023	map00250	C00022	Amino_acid_metabolism	Fatty Acyls [FA]
1026	map00250	C00036	Amino_acid_metabolism	Fatty Acyls [FA]
1028	map00250	C00042	Amino_acid_metabolism	Fatty Acyls [FA]
1035	map00250	C00232	Amino_acid_metabolism	Fatty Acyls [FA]
1036	map00250	C00334	Amino_acid_metabolism	Fatty Acyls [FA]
1050	map00253	C00083	Metabolism_terpenoids_polyketides	Fatty Acyls [FA]
1055	map00253	C06571	Metabolism_terpenoids_polyketides	Polyketides [PR]
1056	map00253	C06624	Metabolism_terpenoids_polyketides	Polyketides [PR]
1057	map00253	C06627	Metabolism_terpenoids_polyketides	Polyketides [PR]
1060	map00253	C06654	Metabolism_terpenoids_polyketides	Polyketides [PR]
1071	map00254	C00024	Biosynthesis_other_secondary_metabolites	Fatty Acyls [FA]
1072	map00254	C00083	Biosynthesis_other_secondary_metabolites	Fatty Acyls [FA]
1073	map00254	C00961	Biosynthesis_other_secondary_metabolites	Polyketides [PR]
1074	map00254	C03683	Biosynthesis_other_secondary_metabolites	Polyketides [PR]
1075	map00254	C03686	Biosynthesis_other_secondary_metabolites	Polyketides [PR]
1076	map00254	C03944	Biosynthesis_other_secondary_metabolites	Polyketides [PR]
1077	map00254	C06800	Biosynthesis_other_secondary_metabolites	Polyketides [PR]
1100	map00260	C00022	Amino_acid_metabolism	Fatty Acyls [FA]
1108	map00260	C00109	Amino_acid_metabolism	Fatty Acyls [FA]
1118	map00260	C00430	Amino_acid_metabolism	Fatty Acyls [FA]
1134	map00260	C02737	Amino_acid_metabolism	Glycerophospholipids [GP]
1140	map00260	C03508	Amino_acid_metabolism	Fatty Acyls [FA]
1147	map00261	C00022	Biosynthesis_other_secondary_metabolites	Fatty Acyls [FA]
1187	map00270	C00022	Amino_acid_metabolism	Fatty Acyls [FA]
1196	map00270	C00109	Amino_acid_metabolism	Fatty Acyls [FA]
1214	map00270	C01180	Amino_acid_metabolism	Fatty Acyls [FA]
1220	map00270	C02356	Amino_acid_metabolism	Fatty Acyls [FA]
1237	map00270	C08276	Amino_acid_metabolism	Fatty Acyls [FA]
1251	map00280	C00024	Amino_acid_metabolism	Fatty Acyls [FA]
1253	map00280	C00091	Amino_acid_metabolism	Fatty Acyls [FA]
1254	map00280	C00100	Amino_acid_metabolism	Fatty Acyls [FA]
1256	map00280	C00141	Amino_acid_metabolism	Fatty Acyls [FA]
1257	map00280	C00164	Amino_acid_metabolism	Fatty Acyls [FA]
1260	map00280	C00332	Amino_acid_metabolism	Fatty Acyls [FA]
1261	map00280	C00349	Amino_acid_metabolism	Fatty Acyls [FA]
1262	map00280	C00356	Amino_acid_metabolism	Fatty Acyls [FA]
1263	map00280	C00407	Amino_acid_metabolism	Fatty Acyls [FA]
1264	map00280	C00630	Amino_acid_metabolism	Fatty Acyls [FA]
1265	map00280	C00671	Amino_acid_metabolism	Fatty Acyls [FA]
1266	map00280	C00683	Amino_acid_metabolism	Fatty Acyls [FA]
1267	map00280	C01205	Amino_acid_metabolism	Fatty Acyls [FA]
1269	map00280	C02170	Amino_acid_metabolism	Fatty Acyls [FA]
1270	map00280	C02939	Amino_acid_metabolism	Fatty Acyls [FA]
1271	map00280	C03069	Amino_acid_metabolism	Fatty Acyls [FA]
1272	map00280	C03231	Amino_acid_metabolism	Fatty Acyls [FA]
1273	map00280	C03284	Amino_acid_metabolism	Fatty Acyls [FA]
1275	map00280	C03345	Amino_acid_metabolism	Fatty Acyls [FA]
1276	map00280	C03460	Amino_acid_metabolism	Fatty Acyls [FA]
1279	map00280	C05998	Amino_acid_metabolism	Fatty Acyls [FA]
1280	map00280	C06000	Amino_acid_metabolism	Fatty Acyls [FA]
1282	map00280	C06002	Amino_acid_metabolism	Fatty Acyls [FA]
1294	map00281	C01499	Metabolism_terpenoids_polyketides	Prenol Lipids [PR]
1295	map00281	C01500	Metabolism_terpenoids_polyketides	Prenol Lipids [PR]
1297	map00281	C03069	Metabolism_terpenoids_polyketides	Fatty Acyls [FA]
1299	map00281	C09847	Metabolism_terpenoids_polyketides	Prenol Lipids [PR]
1300	map00281	C09848	Metabolism_terpenoids_polyketides	Prenol Lipids [PR]
1301	map00281	C09849	Metabolism_terpenoids_polyketides	Prenol Lipids [PR]
1302	map00281	C09871	Metabolism_terpenoids_polyketides	Prenol Lipids [PR]
1303	map00281	C11384	Metabolism_terpenoids_polyketides	Prenol Lipids [PR]
1304	map00281	C11386	Metabolism_terpenoids_polyketides	Prenol Lipids [PR]
1305	map00281	C16461	Metabolism_terpenoids_polyketides	Fatty Acyls [FA]
1306	map00281	C16462	Metabolism_terpenoids_polyketides	Fatty Acyls [FA]
1314	map00290	C00022	Amino_acid_metabolism	Fatty Acyls [FA]
1315	map00290	C00024	Amino_acid_metabolism	Fatty Acyls [FA]
1316	map00290	C00109	Amino_acid_metabolism	Fatty Acyls [FA]
1318	map00290	C00141	Amino_acid_metabolism	Fatty Acyls [FA]
1322	map00290	C00407	Amino_acid_metabolism	Fatty Acyls [FA]
1323	map00290	C00671	Amino_acid_metabolism	Fatty Acyls [FA]
1324	map00290	C02226	Amino_acid_metabolism	Fatty Acyls [FA]
1325	map00290	C02504	Amino_acid_metabolism	Fatty Acyls [FA]
1328	map00290	C04181	Amino_acid_metabolism	Fatty Acyls [FA]
1330	map00290	C04272	Amino_acid_metabolism	Fatty Acyls [FA]
1332	map00290	C06006	Amino_acid_metabolism	Fatty Acyls [FA]
1333	map00290	C06007	Amino_acid_metabolism	Fatty Acyls [FA]
1334	map00290	C06010	Amino_acid_metabolism	Fatty Acyls [FA]
1336	map00290	C14463	Amino_acid_metabolism	Fatty Acyls [FA]
1337	map00300	C00024	Amino_acid_metabolism	Fatty Acyls [FA]
1342	map00300	C00322	Amino_acid_metabolism	Fatty Acyls [FA]
1345	map00300	C00666	Amino_acid_metabolism	Fatty Acyls [FA]
1352	map00300	C04002	Amino_acid_metabolism	Fatty Acyls [FA]
1372	map00310	C00024	Amino_acid_metabolism	Fatty Acyls [FA]
1375	map00310	C00042	Amino_acid_metabolism	Fatty Acyls [FA]
1377	map00310	C00136	Amino_acid_metabolism	Fatty Acyls [FA]
1378	map00310	C00164	Amino_acid_metabolism	Fatty Acyls [FA]
1379	map00310	C00322	Amino_acid_metabolism	Fatty Acyls [FA]
1380	map00310	C00332	Amino_acid_metabolism	Fatty Acyls [FA]
1382	map00310	C00431	Amino_acid_metabolism	Fatty Acyls [FA]
1387	map00310	C00527	Amino_acid_metabolism	Fatty Acyls [FA]
1389	map00310	C00877	Amino_acid_metabolism	Fatty Acyls [FA]
1402	map00310	C03087	Amino_acid_metabolism	Fatty Acyls [FA]
1405	map00310	C03273	Amino_acid_metabolism	Fatty Acyls [FA]
1407	map00310	C03656	Amino_acid_metabolism	Fatty Acyls [FA]
1442	map00330	C00022	Amino_acid_metabolism	Fatty Acyls [FA]
1455	map00330	C00334	Amino_acid_metabolism	Fatty Acyls [FA]
1457	map00330	C00431	Amino_acid_metabolism	Fatty Acyls [FA]
1470	map00330	C01110	Amino_acid_metabolism	Fatty Acyls [FA]
1524	map00332	C00083	Biosynthesis_other_secondary_metabolites	Fatty Acyls [FA]
1554	map00333	C00083	Biosynthesis_other_secondary_metabolites	Fatty Acyls [FA]
1556	map00333	C02679	Biosynthesis_other_secondary_metabolites	Fatty Acyls [FA]
1619	map00350	C00022	Amino_acid_metabolism	Fatty Acyls [FA]
1620	map00350	C00042	Amino_acid_metabolism	Fatty Acyls [FA]
1624	map00350	C00164	Amino_acid_metabolism	Fatty Acyls [FA]
1625	map00350	C00232	Amino_acid_metabolism	Fatty Acyls [FA]
1636	map00350	C01036	Amino_acid_metabolism	Fatty Acyls [FA]
1638	map00350	C01061	Amino_acid_metabolism	Fatty Acyls [FA]
1645	map00350	C02167	Amino_acid_metabolism	Fatty Acyls [FA]
1663	map00350	C04797	Amino_acid_metabolism	Fatty Acyls [FA]
1690	map00350	C06201	Amino_acid_metabolism	Fatty Acyls [FA]
1697	map00360	C00022	Amino_acid_metabolism	Fatty Acyls [FA]
1698	map00360	C00024	Amino_acid_metabolism	Fatty Acyls [FA]
1699	map00360	C00042	Amino_acid_metabolism	Fatty Acyls [FA]
