	path	cpd	path_class	lipid_core
7571	map01061	C05906	Chemical_structure_transformation_maps	Polyketides [PR]
7573	map01061	C06561	Chemical_structure_transformation_maps	Polyketides [PR]
7574	map01061	C06562	Chemical_structure_transformation_maps	Polyketides [PR]
7575	map01061	C06563	Chemical_structure_transformation_maps	Polyketides [PR]
7576	map01061	C07593	Chemical_structure_transformation_maps	Polyketides [PR]
7577	map01061	C08650	Chemical_structure_transformation_maps	Polyketides [PR]
7583	map01061	C09727	Chemical_structure_transformation_maps	Polyketides [PR]
7584	map01061	C09762	Chemical_structure_transformation_maps	Polyketides [PR]
7586	map01061	C10205	Chemical_structure_transformation_maps	Polyketides [PR]
7587	map01061	C10208	Chemical_structure_transformation_maps	Polyketides [PR]
7588	map01061	C10503	Chemical_structure_transformation_maps	Polyketides [PR]
7589	map01061	C10516	Chemical_structure_transformation_maps	Polyketides [PR]
7593	map01061	C12125	Chemical_structure_transformation_maps	Polyketides [PR]
7600	map01062	C00022	Chemical_structure_transformation_maps	Fatty Acyls [FA]
7601	map01062	C00024	Chemical_structure_transformation_maps	Fatty Acyls [FA]
7603	map01062	C00036	Chemical_structure_transformation_maps	Fatty Acyls [FA]
7604	map01062	C00042	Chemical_structure_transformation_maps	Fatty Acyls [FA]
7609	map01062	C00129	Chemical_structure_transformation_maps	Prenol Lipids [PR]
7613	map01062	C00235	Chemical_structure_transformation_maps	Prenol Lipids [PR]
7617	map01062	C00341	Chemical_structure_transformation_maps	Prenol Lipids [PR]
7618	map01062	C00353	Chemical_structure_transformation_maps	Prenol Lipids [PR]
7619	map01062	C00356	Chemical_structure_transformation_maps	Fatty Acyls [FA]
7620	map01062	C00381	Chemical_structure_transformation_maps	Prenol Lipids [PR]
7622	map01062	C00418	Chemical_structure_transformation_maps	Fatty Acyls [FA]
7623	map01062	C00448	Chemical_structure_transformation_maps	Prenol Lipids [PR]
7624	map01062	C00521	Chemical_structure_transformation_maps	Prenol Lipids [PR]
7626	map01062	C00751	Chemical_structure_transformation_maps	Prenol Lipids [PR]
7627	map01062	C00859	Chemical_structure_transformation_maps	Prenol Lipids [PR]
7628	map01062	C01054	Chemical_structure_transformation_maps	Prenol Lipids [PR]
7629	map01062	C01143	Chemical_structure_transformation_maps	Fatty Acyls [FA]
7630	map01062	C01414	Chemical_structure_transformation_maps	Prenol Lipids [PR]
7631	map01062	C01433	Chemical_structure_transformation_maps	Prenol Lipids [PR]
7632	map01062	C01499	Chemical_structure_transformation_maps	Prenol Lipids [PR]
7633	map01062	C01500	Chemical_structure_transformation_maps	Prenol Lipids [PR]
7634	map01062	C01753	Chemical_structure_transformation_maps	Sterols [ST]
7635	map01062	C01789	Chemical_structure_transformation_maps	Sterols [ST]
7636	map01062	C01852	Chemical_structure_transformation_maps	Prenol Lipids [PR]
7637	map01062	C01902	Chemical_structure_transformation_maps	Sterols [ST]
7638	map01062	C02004	Chemical_structure_transformation_maps	Prenol Lipids [PR]
7639	map01062	C02094	Chemical_structure_transformation_maps	Prenol Lipids [PR]
7640	map01062	C02344	Chemical_structure_transformation_maps	Prenol Lipids [PR]
7641	map01062	C02462	Chemical_structure_transformation_maps	Prenol Lipids [PR]
7642	map01062	C03190	Chemical_structure_transformation_maps	Prenol Lipids [PR]
7643	map01062	C04574	Chemical_structure_transformation_maps	Prenol Lipids [PR]
7646	map01062	C05413	Chemical_structure_transformation_maps	Prenol Lipids [PR]
7647	map01062	C05432	Chemical_structure_transformation_maps	Prenol Lipids [PR]
7648	map01062	C05433	Chemical_structure_transformation_maps	Prenol Lipids [PR]
7649	map01062	C05442	Chemical_structure_transformation_maps	Sterols [ST]
7651	map01062	C06071	Chemical_structure_transformation_maps	Prenol Lipids [PR]
7652	map01062	C06074	Chemical_structure_transformation_maps	Prenol Lipids [PR]
7656	map01062	C06089	Chemical_structure_transformation_maps	Prenol Lipids [PR]
7657	map01062	C06090	Chemical_structure_transformation_maps	Prenol Lipids [PR]
7658	map01062	C06098	Chemical_structure_transformation_maps	Prenol Lipids [PR]
7659	map01062	C06099	Chemical_structure_transformation_maps	Prenol Lipids [PR]
7660	map01062	C06304	Chemical_structure_transformation_maps	Prenol Lipids [PR]
7662	map01062	C06394	Chemical_structure_transformation_maps	Prenol Lipids [PR]
7663	map01062	C07394	Chemical_structure_transformation_maps	Prenol Lipids [PR]
7664	map01062	C07601	Chemical_structure_transformation_maps	Prenol Lipids [PR]
7665	map01062	C07667	Chemical_structure_transformation_maps	Prenol Lipids [PR]
7666	map01062	C08601	Chemical_structure_transformation_maps	Prenol Lipids [PR]
7667	map01062	C08616	Chemical_structure_transformation_maps	Prenol Lipids [PR]
7668	map01062	C08624	Chemical_structure_transformation_maps	Prenol Lipids [PR]
7669	map01062	C08627	Chemical_structure_transformation_maps	Prenol Lipids [PR]
7670	map01062	C08628	Chemical_structure_transformation_maps	Prenol Lipids [PR]
7671	map01062	C08748	Chemical_structure_transformation_maps	Prenol Lipids [PR]
7672	map01062	C08797	Chemical_structure_transformation_maps	Sterols [ST]
7673	map01062	C08814	Chemical_structure_transformation_maps	Sterols [ST]
7674	map01062	C09189	Chemical_structure_transformation_maps	Prenol Lipids [PR]
7675	map01062	C09621	Chemical_structure_transformation_maps	Prenol Lipids [PR]
7676	map01062	C09684	Chemical_structure_transformation_maps	Prenol Lipids [PR]
7677	map01062	C09704	Chemical_structure_transformation_maps	Prenol Lipids [PR]
7678	map01062	C09839	Chemical_structure_transformation_maps	Prenol Lipids [PR]
7679	map01062	C09847	Chemical_structure_transformation_maps	Prenol Lipids [PR]
7680	map01062	C09848	Chemical_structure_transformation_maps	Prenol Lipids [PR]
7681	map01062	C09849	Chemical_structure_transformation_maps	Prenol Lipids [PR]
7682	map01062	C09871	Chemical_structure_transformation_maps	Prenol Lipids [PR]
7683	map01062	C11356	Chemical_structure_transformation_maps	Prenol Lipids [PR]
7684	map01062	C11388	Chemical_structure_transformation_maps	Prenol Lipids [PR]
7689	map01062	C11811	Chemical_structure_transformation_maps	Prenol Lipids [PR]
7690	map01062	C11878	Chemical_structure_transformation_maps	Prenol Lipids [PR]
7691	map01062	C11894	Chemical_structure_transformation_maps	Prenol Lipids [PR]
7692	map01062	C11901	Chemical_structure_transformation_maps	Prenol Lipids [PR]
7693	map01062	C12142	Chemical_structure_transformation_maps	Prenol Lipids [PR]
7698	map01063	C00022	Chemical_structure_transformation_maps	Fatty Acyls [FA]
7699	map01063	C00024	Chemical_structure_transformation_maps	Fatty Acyls [FA]
7701	map01063	C00036	Chemical_structure_transformation_maps	Fatty Acyls [FA]
7702	map01063	C00042	Chemical_structure_transformation_maps	Fatty Acyls [FA]
7707	map01063	C00091	Chemical_structure_transformation_maps	Fatty Acyls [FA]
7728	map01063	C00630	Chemical_structure_transformation_maps	Fatty Acyls [FA]
7740	map01063	C01852	Chemical_structure_transformation_maps	Prenol Lipids [PR]
7776	map01063	C06866	Chemical_structure_transformation_maps	Fatty Acyls [FA]
7840	map01063	C18202	Chemical_structure_transformation_maps	Fatty Acyls [FA]
7841	map01064	C00022	Chemical_structure_transformation_maps	Fatty Acyls [FA]
7842	map01064	C00024	Chemical_structure_transformation_maps	Fatty Acyls [FA]
7845	map01064	C00036	Chemical_structure_transformation_maps	Fatty Acyls [FA]
7846	map01064	C00042	Chemical_structure_transformation_maps	Fatty Acyls [FA]
7852	map01064	C00091	Chemical_structure_transformation_maps	Fatty Acyls [FA]
7862	map01064	C00407	Chemical_structure_transformation_maps	Fatty Acyls [FA]
7909	map01065	C00022	Chemical_structure_transformation_maps	Fatty Acyls [FA]
7910	map01065	C00024	Chemical_structure_transformation_maps	Fatty Acyls [FA]
7912	map01065	C00036	Chemical_structure_transformation_maps	Fatty Acyls [FA]
7913	map01065	C00042	Chemical_structure_transformation_maps	Fatty Acyls [FA]
7914	map01065	C00091	Chemical_structure_transformation_maps	Fatty Acyls [FA]
7941	map01065	C08262	Chemical_structure_transformation_maps	Fatty Acyls [FA]
7943	map01066	C00022	Chemical_structure_transformation_maps	Fatty Acyls [FA]
7944	map01066	C00024	Chemical_structure_transformation_maps	Fatty Acyls [FA]
7946	map01066	C00036	Chemical_structure_transformation_maps	Fatty Acyls [FA]
7947	map01066	C00042	Chemical_structure_transformation_maps	Fatty Acyls [FA]
7948	map01066	C00083	Chemical_structure_transformation_maps	Fatty Acyls [FA]
7949	map01066	C00091	Chemical_structure_transformation_maps	Fatty Acyls [FA]
7954	map01066	C00187	Chemical_structure_transformation_maps	Sterols [ST]
7958	map01066	C00341	Chemical_structure_transformation_maps	Prenol Lipids [PR]
7959	map01066	C00353	Chemical_structure_transformation_maps	Prenol Lipids [PR]
7960	map01066	C00356	Chemical_structure_transformation_maps	Fatty Acyls [FA]
7962	map01066	C00448	Chemical_structure_transformation_maps	Prenol Lipids [PR]
7964	map01066	C00751	Chemical_structure_transformation_maps	Prenol Lipids [PR]
7965	map01066	C01500	Chemical_structure_transformation_maps	Prenol Lipids [PR]
7966	map01066	C01852	Chemical_structure_transformation_maps	Prenol Lipids [PR]
7969	map01066	C06423	Chemical_structure_transformation_maps	Fatty Acyls [FA]
7972	map01066	C06543	Chemical_structure_transformation_maps	Sterols [ST]
7974	map01066	C09782	Chemical_structure_transformation_maps	Prenol Lipids [PR]
7987	map01066	C10827	Chemical_structure_transformation_maps	Sterols [ST]
7990	map01066	C15610	Chemical_structure_transformation_maps	Sterols [ST]
7993	map01070	C00022	Chemical_structure_transformation_maps	Fatty Acyls [FA]
7994	map01070	C00024	Chemical_structure_transformation_maps	Fatty Acyls [FA]
7996	map01070	C00036	Chemical_structure_transformation_maps	Fatty Acyls [FA]
7997	map01070	C00042	Chemical_structure_transformation_maps	Fatty Acyls [FA]
8003	map01070	C00083	Chemical_structure_transformation_maps	Fatty Acyls [FA]
8004	map01070	C00091	Chemical_structure_transformation_maps	Fatty Acyls [FA]
8009	map01070	C00129	Chemical_structure_transformation_maps	Prenol Lipids [PR]
8012	map01070	C00154	Chemical_structure_transformation_maps	Fatty Acyls [FA]
8015	map01070	C00235	Chemical_structure_transformation_maps	Prenol Lipids [PR]
8020	map01070	C00341	Chemical_structure_transformation_maps	Prenol Lipids [PR]
8021	map01070	C00353	Chemical_structure_transformation_maps	Prenol Lipids [PR]
8022	map01070	C00356	Chemical_structure_transformation_maps	Fatty Acyls [FA]
8024	map01070	C00412	Chemical_structure_transformation_maps	Fatty Acyls [FA]
8026	map01070	C00418	Chemical_structure_transformation_maps	Fatty Acyls [FA]
8028	map01070	C00448	Chemical_structure_transformation_maps	Prenol Lipids [PR]
8031	map01070	C00751	Chemical_structure_transformation_maps	Prenol Lipids [PR]
8033	map01070	C00859	Chemical_structure_transformation_maps	Prenol Lipids [PR]
8036	map01070	C01054	Chemical_structure_transformation_maps	Prenol Lipids [PR]
8038	map01070	C01789	Chemical_structure_transformation_maps	Sterols [ST]
8039	map01070	C01902	Chemical_structure_transformation_maps	Sterols [ST]
8040	map01070	C02094	Chemical_structure_transformation_maps	Prenol Lipids [PR]
8042	map01070	C04780	Chemical_structure_transformation_maps	Fatty Acyls [FA]
8044	map01070	C05413	Chemical_structure_transformation_maps	Prenol Lipids [PR]
8045	map01070	C05432	Chemical_structure_transformation_maps	Prenol Lipids [PR]
8047	map01070	C06089	Chemical_structure_transformation_maps	Prenol Lipids [PR]
8048	map01070	C06090	Chemical_structure_transformation_maps	Prenol Lipids [PR]
8049	map01070	C06093	Chemical_structure_transformation_maps	Prenol Lipids [PR]
8050	map01070	C06098	Chemical_structure_transformation_maps	Prenol Lipids [PR]
8051	map01070	C06427	Chemical_structure_transformation_maps	Fatty Acyls [FA]
8053	map01070	C08491	Chemical_structure_transformation_maps	Fatty Acyls [FA]
8054	map01070	C08814	Chemical_structure_transformation_maps	Sterols [ST]
8077	map01100	C00022	Global_maps	Fatty Acyls [FA]
8078	map01100	C00024	Global_maps	Fatty Acyls [FA]
8084	map01100	C00033	Global_maps	Fatty Acyls [FA]
8087	map01100	C00036	Global_maps	Fatty Acyls [FA]
8091	map01100	C00042	Global_maps	Fatty Acyls [FA]
8092	map01100	C00043	Global_maps	Saccharolipids [SL]
8122	map01100	C00083	Global_maps	Fatty Acyls [FA]
8130	map01100	C00091	Global_maps	Fatty Acyls [FA]
8138	map01100	C00100	Global_maps	Fatty Acyls [FA]
8145	map01100	C00109	Global_maps	Fatty Acyls [FA]
8146	map01100	C00110	Global_maps	Prenol Lipids [PR]
8161	map01100	C00129	Global_maps	Prenol Lipids [PR]
8168	map01100	C00136	Global_maps	Fatty Acyls [FA]
8171	map01100	C00141	Global_maps	Fatty Acyls [FA]
8180	map01100	C00154	Global_maps	Fatty Acyls [FA]
8183	map01100	C00157	Global_maps	Glycerophospholipids [GP]
8187	map01100	C00163	Global_maps	Fatty Acyls [FA]
8188	map01100	C00164	Global_maps	Fatty Acyls [FA]
8203	map01100	C00187	Global_maps	Sterols [ST]
8210	map01100	C00195	Global_maps	Sphingolipids [SP]
8215	map01100	C00204	Global_maps	Fatty Acyls [FA]
8217	map01100	C00207	Global_maps	Fatty Acyls [FA]
8226	map01100	C00219	Global_maps	Fatty Acyls [FA]
8235	map01100	C00232	Global_maps	Fatty Acyls [FA]
8238	map01100	C00235	Global_maps	Prenol Lipids [PR]
8246	map01100	C00246	Global_maps	Fatty Acyls [FA]
8248	map01100	C00249	Global_maps	Fatty Acyls [FA]
8265	map01100	C00269	Global_maps	Glycerophospholipids [GP]
8270	map01100	C00280	Global_maps	Sterols [ST]
8289	map01100	C00319	Global_maps	Sphingolipids [SP]
8291	map01100	C00322	Global_maps	Fatty Acyls [FA]
8299	map01100	C00332	Global_maps	Fatty Acyls [FA]
8301	map01100	C00334	Global_maps	Fatty Acyls [FA]
8304	map01100	C00341	Global_maps	Prenol Lipids [PR]
8305	map01100	C00344	Global_maps	Glycerophospholipids [GP]
8308	map01100	C00350	Global_maps	Glycerophospholipids [GP]
8310	map01100	C00353	Global_maps	Prenol Lipids [PR]
8313	map01100	C00356	Global_maps	Fatty Acyls [FA]
8325	map01100	C00376	Global_maps	Prenol Lipids [PR]
8329	map01100	C00381	Global_maps	Prenol Lipids [PR]
8330	map01100	C00383	Global_maps	Fatty Acyls [FA]
8335	map01100	C00389	Global_maps	Polyketides [PR]
8345	map01100	C00407	Global_maps	Fatty Acyls [FA]
8348	map01100	C00410	Global_maps	Sterols [ST]
8352	map01100	C00416	Global_maps	Glycerophospholipids [GP]
8354	map01100	C00418	Global_maps	Fatty Acyls [FA]
8355	map01100	C00422	Global_maps	Glycerolipids [GL]
8359	map01100	C00427	Global_maps	Fatty Acyls [FA]
8361	map01100	C00430	Global_maps	Fatty Acyls [FA]
8362	map01100	C00431	Global_maps	Fatty Acyls [FA]
8373	map01100	C00448	Global_maps	Prenol Lipids [PR]
8383	map01100	C00468	Global_maps	Sterols [ST]
8386	map01100	C00473	Global_maps	Prenol Lipids [PR]
8396	map01100	C00490	Global_maps	Fatty Acyls [FA]
8410	map01100	C00509	Global_maps	Polyketides [PR]
8415	map01100	C00521	Global_maps	Prenol Lipids [PR]
8417	map01100	C00523	Global_maps	Sterols [ST]
8420	map01100	C00527	Global_maps	Fatty Acyls [FA]
8426	map01100	C00535	Global_maps	Sterols [ST]
8427	map01100	C00540	Global_maps	Fatty Acyls [FA]
8434	map01100	C00550	Global_maps	Sphingolipids [SP]
8453	map01100	C00584	Global_maps	Fatty Acyls [FA]
8464	map01100	C00621	Global_maps	Prenol Lipids [PR]
8468	map01100	C00630	Global_maps	Fatty Acyls [FA]
8475	map01100	C00639	Global_maps	Fatty Acyls [FA]
8476	map01100	C00641	Global_maps	Glycerolipids [GL]
8486	map01100	C00666	Global_maps	Fatty Acyls [FA]
8489	map01100	C00671	Global_maps	Fatty Acyls [FA]
8492	map01100	C00674	Global_maps	Sterols [ST]
8495	map01100	C00681	Global_maps	Glycerophospholipids [GP]
8496	map01100	C00682	Global_maps	Fatty Acyls [FA]
8497	map01100	C00683	Global_maps	Fatty Acyls [FA]
8498	map01100	C00684	Global_maps	Fatty Acyls [FA]
8505	map01100	C00695	Global_maps	Sterols [ST]
8506	map01100	C00696	Global_maps	Fatty Acyls [FA]
8517	map01100	C00735	Global_maps	Sterols [ST]
8523	map01100	C00751	Global_maps	Prenol Lipids [PR]
8526	map01100	C00762	Global_maps	Sterols [ST]
8528	map01100	C00777	Global_maps	Prenol Lipids [PR]
8547	map01100	C00814	Global_maps	Polyketides [PR]
8554	map01100	C00827	Global_maps	Fatty Acyls [FA]
8559	map01100	C00836	Global_maps	Sphingolipids [SP]
8563	map01100	C00846	Global_maps	Fatty Acyls [FA]
8568	map01100	C00858	Global_maps	Polyketides [PR]
8569	map01100	C00859	Global_maps	Prenol Lipids [PR]
8575	map01100	C00877	Global_maps	Fatty Acyls [FA]
8580	map01100	C00882	Global_maps	Fatty Acyls [FA]
8584	map01100	C00894	Global_maps	Fatty Acyls [FA]
8586	map01100	C00899	Global_maps	Prenol Lipids [PR]
8589	map01100	C00909	Global_maps	Fatty Acyls [FA]
8600	map01100	C00951	Global_maps	Sterols [ST]
8605	map01100	C00961	Global_maps	Polyketides [PR]
8610	map01100	C00974	Global_maps	Polyketides [PR]
8618	map01100	C00989	Global_maps	Fatty Acyls [FA]
8636	map01100	C01036	Global_maps	Fatty Acyls [FA]
8637	map01100	C01037	Global_maps	Fatty Acyls [FA]
8647	map01100	C01054	Global_maps	Prenol Lipids [PR]
8651	map01100	C01061	Global_maps	Fatty Acyls [FA]
8659	map01100	C01089	Global_maps	Fatty Acyls [FA]
8660	map01100	C01092	Global_maps	Fatty Acyls [FA]
8670	map01100	C01107	Global_maps	Fatty Acyls [FA]
8671	map01100	C01110	Global_maps	Fatty Acyls [FA]
8677	map01100	C01120	Global_maps	Sphingolipids [SP]
8678	map01100	C01124	Global_maps	Sterols [ST]
8686	map01100	C01143	Global_maps	Fatty Acyls [FA]
8696	map01100	C01164	Global_maps	Sterols [ST]
8701	map01100	C01176	Global_maps	Sterols [ST]
8704	map01100	C01180	Global_maps	Fatty Acyls [FA]
8710	map01100	C01189	Global_maps	Sterols [ST]
8711	map01100	C01190	Global_maps	Sphingolipids [SP]
8712	map01100	C01194	Global_maps	Glycerophospholipids [GP]
8716	map01100	C01205	Global_maps	Fatty Acyls [FA]
8721	map01100	C01216	Global_maps	Fatty Acyls [FA]
8728	map01100	C01226	Global_maps	Fatty Acyls [FA]
8729	map01100	C01227	Global_maps	Sterols [ST]
8736	map01100	C01241	Global_maps	Glycerophospholipids [GP]
8740	map01100	C01246	Global_maps	Prenol Lipids [PR]
8761	map01100	C01290	Global_maps	Sphingolipids [SP]
8764	map01100	C01301	Global_maps	Sterols [ST]
8767	map01100	C01312	Global_maps	Fatty Acyls [FA]
8778	map01100	C01414	Global_maps	Prenol Lipids [PR]
8782	map01100	C01433	Global_maps	Prenol Lipids [PR]
8787	map01100	C01457	Global_maps	Polyketides [PR]
8789	map01100	C01477	Global_maps	Polyketides [PR]
8793	map01100	C01500	Global_maps	Prenol Lipids [PR]
8794	map01100	C01514	Global_maps	Polyketides [PR]
8797	map01100	C01530	Global_maps	Fatty Acyls [FA]
8800	map01100	C01561	Global_maps	Sterols [ST]
8802	map01100	C01571	Global_maps	Fatty Acyls [FA]
8806	map01100	C01595	Global_maps	Fatty Acyls [FA]
8812	map01100	C01617	Global_maps	Polyketides [PR]
8817	map01100	C01673	Global_maps	Sterols [ST]
8822	map01100	C01694	Global_maps	Sterols [ST]
8828	map01100	C01724	Global_maps	Sterols [ST]
8830	map01100	C01732	Global_maps	Fatty Acyls [FA]
8834	map01100	C01753	Global_maps	Sterols [ST]
8838	map01100	C01780	Global_maps	Sterols [ST]
8840	map01100	C01789	Global_maps	Sterols [ST]
8843	map01100	C01802	Global_maps	Sterols [ST]
8846	map01100	C01832	Global_maps	Fatty Acyls [FA]
8852	map01100	C01852	Global_maps	Prenol Lipids [PR]
8856	map01100	C01885	Global_maps	Glycerolipids [GL]
8859	map01100	C01902	Global_maps	Sterols [ST]
8862	map01100	C01912	Global_maps	Polyketides [PR]
8863	map01100	C01921	Global_maps	Sterols [ST]
8865	map01100	C01934	Global_maps	Fatty Acyls [FA]
8868	map01100	C01943	Global_maps	Sterols [ST]
8869	map01100	C01944	Global_maps	Fatty Acyls [FA]
8870	map01100	C01946	Global_maps	Polyketides [PR]
8871	map01100	C01953	Global_maps	Sterols [ST]
8874	map01100	C02004	Global_maps	Prenol Lipids [PR]
8875	map01100	C02034	Global_maps	Prenol Lipids [PR]
8876	map01100	C02035	Global_maps	Prenol Lipids [PR]
8878	map01100	C02050	Global_maps	Fatty Acyls [FA]
8880	map01100	C02059	Global_maps	Prenol Lipids [PR]
8889	map01100	C02094	Global_maps	Prenol Lipids [PR]
8892	map01100	C02110	Global_maps	Prenol Lipids [PR]
8897	map01100	C02140	Global_maps	Sterols [ST]
8898	map01100	C02141	Global_maps	Sterols [ST]
8901	map01100	C02165	Global_maps	Fatty Acyls [FA]
8902	map01100	C02166	Global_maps	Fatty Acyls [FA]
8903	map01100	C02167	Global_maps	Fatty Acyls [FA]
8904	map01100	C02170	Global_maps	Fatty Acyls [FA]
8905	map01100	C02185	Global_maps	Prenol Lipids [PR]
8909	map01100	C02198	Global_maps	Fatty Acyls [FA]
8912	map01100	C02220	Global_maps	Fatty Acyls [FA]
8914	map01100	C02225	Global_maps	Fatty Acyls [FA]
8915	map01100	C02226	Global_maps	Fatty Acyls [FA]
8938	map01100	C02356	Global_maps	Fatty Acyls [FA]
8946	map01100	C02378	Global_maps	Fatty Acyls [FA]
8953	map01100	C02462	Global_maps	Prenol Lipids [PR]
8957	map01100	C02477	Global_maps	Prenol Lipids [PR]
8958	map01100	C02480	Global_maps	Fatty Acyls [FA]
8959	map01100	C02483	Global_maps	Prenol Lipids [PR]
8962	map01100	C02504	Global_maps	Fatty Acyls [FA]
8969	map01100	C02528	Global_maps	Sterols [ST]
8970	map01100	C02538	Global_maps	Sterols [ST]
8974	map01100	C02588	Global_maps	Prenol Lipids [PR]
8976	map01100	C02593	Global_maps	Fatty Acyls [FA]
8979	map01100	C02630	Global_maps	Fatty Acyls [FA]
8980	map01100	C02632	Global_maps	Fatty Acyls [FA]
8985	map01100	C02656	Global_maps	Fatty Acyls [FA]
8986	map01100	C02657	Global_maps	Polyketides [PR]
8990	map01100	C02679	Global_maps	Fatty Acyls [FA]
8991	map01100	C02686	Global_maps	Sphingolipids [SP]
9000	map01100	C02737	Global_maps	Glycerophospholipids [GP]
9018	map01100	C02920	Global_maps	Polyketides [PR]
9020	map01100	C02934	Global_maps	Sphingolipids [SP]
9023	map01100	C02939	Global_maps	Fatty Acyls [FA]
9028	map01100	C02960	Global_maps	Sphingolipids [SP]
9030	map01100	C02970	Global_maps	Prenol Lipids [PR]
9042	map01100	C03033	Global_maps	Sterols [ST]
9049	map01100	C03069	Global_maps	Fatty Acyls [FA]
9052	map01100	C03087	Global_maps	Fatty Acyls [FA]
9066	map01100	C03190	Global_maps	Prenol Lipids [PR]
9070	map01100	C03201	Global_maps	Glycerolipids [GL]
9072	map01100	C03205	Global_maps	Sterols [ST]
9075	map01100	C03221	Global_maps	Fatty Acyls [FA]
9079	map01100	C03231	Global_maps	Fatty Acyls [FA]
9083	map01100	C03240	Global_maps	Polyketides [PR]
9084	map01100	C03242	Global_maps	Fatty Acyls [FA]
9087	map01100	C03273	Global_maps	Fatty Acyls [FA]
9090	map01100	C03284	Global_maps	Fatty Acyls [FA]
9096	map01100	C03313	Global_maps	Prenol Lipids [PR]
9100	map01100	C03341	Global_maps	Fatty Acyls [FA]
9102	map01100	C03345	Global_maps	Fatty Acyls [FA]
9109	map01100	C03401	Global_maps	Fatty Acyls [FA]
9113	map01100	C03427	Global_maps	Prenol Lipids [PR]
9114	map01100	C03428	Global_maps	Prenol Lipids [PR]
9119	map01100	C03453	Global_maps	Fatty Acyls [FA]
9121	map01100	C03455	Global_maps	Prenol Lipids [PR]
9123	map01100	C03460	Global_maps	Fatty Acyls [FA]
9129	map01100	C03508	Global_maps	Fatty Acyls [FA]
9135	map01100	C03561	Global_maps	Fatty Acyls [FA]
9142	map01100	C03594	Global_maps	Sterols [ST]
9149	map01100	C03656	Global_maps	Fatty Acyls [FA]
9152	map01100	C03676	Global_maps	Fatty Acyls [FA]
9155	map01100	C03683	Global_maps	Polyketides [PR]
9157	map01100	C03686	Global_maps	Polyketides [PR]
9158	map01100	C03692	Global_maps	Glycerolipids [GL]
9161	map01100	C03724	Global_maps	Fatty Acyls [FA]
9174	map01100	C03824	Global_maps	Fatty Acyls [FA]
9175	map01100	C03826	Global_maps	Fatty Acyls [FA]
9178	map01100	C03845	Global_maps	Sterols [ST]
9181	map01100	C03892	Global_maps	Glycerophospholipids [GP]
9188	map01100	C03944	Global_maps	Polyketides [PR]
9194	map01100	C04002	Global_maps	Fatty Acyls [FA]
9202	map01100	C04046	Global_maps	Glycerolipids [GL]
9214	map01100	C04115	Global_maps	Fatty Acyls [FA]
9220	map01100	C04145	Global_maps	Prenol Lipids [PR]
9231	map01100	C04272	Global_maps	Fatty Acyls [FA]
9238	map01100	C04308	Global_maps	Glycerophospholipids [GP]
9240	map01100	C04317	Global_maps	Glycerophospholipids [GP]
9241	map01100	C04324	Global_maps	Fatty Acyls [FA]
9246	map01100	C04348	Global_maps	Fatty Acyls [FA]
9247	map01100	C04349	Global_maps	Fatty Acyls [FA]
9276	map01100	C04525	Global_maps	Sterols [ST]
9281	map01100	C04555	Global_maps	Sterols [ST]
9285	map01100	C04575	Global_maps	Fatty Acyls [FA]
9289	map01100	C04593	Global_maps	Fatty Acyls [FA]
9305	map01100	C04672	Global_maps	Fatty Acyls [FA]
9311	map01100	C04717	Global_maps	Fatty Acyls [FA]
9312	map01100	C04722	Global_maps	Sterols [ST]
9322	map01100	C04780	Global_maps	Fatty Acyls [FA]
9324	map01100	C04785	Global_maps	Fatty Acyls [FA]
9325	map01100	C04793	Global_maps	Sterols [ST]
9330	map01100	C04844	Global_maps	Sterols [ST]
9341	map01100	C05103	Global_maps	Sterols [ST]
9342	map01100	C05107	Global_maps	Sterols [ST]
9343	map01100	C05108	Global_maps	Sterols [ST]
9344	map01100	C05122	Global_maps	Sterols [ST]
9350	map01100	C05138	Global_maps	Sterols [ST]
9351	map01100	C05141	Global_maps	Sterols [ST]
9377	map01100	C05260	Global_maps	Fatty Acyls [FA]
9378	map01100	C05261	Global_maps	Fatty Acyls [FA]
9379	map01100	C05262	Global_maps	Fatty Acyls [FA]
9380	map01100	C05263	Global_maps	Fatty Acyls [FA]
9382	map01100	C05265	Global_maps	Fatty Acyls [FA]
9383	map01100	C05266	Global_maps	Fatty Acyls [FA]
9384	map01100	C05267	Global_maps	Fatty Acyls [FA]
9385	map01100	C05268	Global_maps	Fatty Acyls [FA]
9386	map01100	C05269	Global_maps	Fatty Acyls [FA]
9387	map01100	C05270	Global_maps	Fatty Acyls [FA]
9388	map01100	C05271	Global_maps	Fatty Acyls [FA]
9389	map01100	C05272	Global_maps	Fatty Acyls [FA]
9390	map01100	C05273	Global_maps	Fatty Acyls [FA]
9391	map01100	C05274	Global_maps	Fatty Acyls [FA]
9392	map01100	C05275	Global_maps	Fatty Acyls [FA]
9393	map01100	C05276	Global_maps	Fatty Acyls [FA]
9395	map01100	C05290	Global_maps	Sterols [ST]
9396	map01100	C05294	Global_maps	Sterols [ST]
9398	map01100	C05297	Global_maps	Sterols [ST]
9399	map01100	C05300	Global_maps	Sterols [ST]
9413	map01100	C05356	Global_maps	Fatty Acyls [FA]
9426	map01100	C05414	Global_maps	Prenol Lipids [PR]
9427	map01100	C05421	Global_maps	Prenol Lipids [PR]
9429	map01100	C05427	Global_maps	Prenol Lipids [PR]
